Filename,width,height,framerate,MOS,pixfmt,,,,
11061444876,960,540,30,2.16,yuv420p,,,,
11082897705,960,540,30,3.3,yuv420p,,,,
11086166076,960,540,30,3.28,yuv420p,,,,
11095294653,960,540,30,1.86,yuv420p,,,,
11237101334,960,540,24,2.26,yuv420p,,,,
11359714186,960,540,30,2.4,yuv420p,,,,
11367153336,960,540,30,2.7,yuv420p,,,,
11383768246,960,540,30,3.92,yuv420p,,,,
11403577283,960,540,24,3.06,yuv420p,,,,
11425159465,960,540,30,2.68,yuv420p,,,,
11435365925,960,540,30,2.6,yuv420p,,,,
11465976586,960,540,30,3.94,yuv420p,,,,
11469243925,960,540,30,2.28,yuv420p,,,,
11535683914,960,540,30,3.94,yuv420p,,,,
11540616946,960,540,30,4.08,yuv420p,,,,
11617643563,960,540,30,3.4,yuv420p,,,,
11618284403,960,540,30,4.12,yuv420p,,,,
11635304003,960,540,30,1.74,yuv420p,,,,
11646665363,960,540,30,3.7,yuv420p,,,,
11673027224,960,540,30,3.32,yuv420p,,,,
11688667226,960,540,30,1.94,yuv420p,,,,
11803329033,960,540,30,3.56,yuv420p,,,,
11816978255,960,540,25,3.76,yuv420p,,,,
11864752706,960,540,30,3.9,yuv420p,,,,
11902527296,960,540,30,3.24,yuv420p,,,,
11907021903,960,540,30,2.16,yuv420p,,,,
11913590004,960,540,24,2.96,yuv420p,,,,
11920895013,960,540,30,3.42,yuv420p,,,,
11925275803,960,540,30,2.66,yuv420p,,,,
11944451643,960,540,30,3.16,yuv420p,,,,
11971608074,960,540,30,3.34,yuv420p,,,,
12020933633,960,540,25,3.36,yuv420p,,,,
12031712185,960,540,25,2.58,yuv420p,,,,
12032110574,960,540,25,2.64,yuv420p,,,,
12044525214,960,540,30,3,yuv420p,,,,
12088104156,960,540,30,3.6,yuv420p,,,,
12099271596,960,540,24,2.4,yuv420p,,,,
12101500915,960,540,30,3.88,yuv420p,,,,
12123666684,960,540,30,4,yuv420p,,,,
12143576166,960,540,30,3.44,yuv420p,,,,
12186470506,960,540,30,2.9,yuv420p,,,,
12255205254,960,540,25,3.96,yuv420p,,,,
12262452854,960,540,24,4.24,yuv420p,,,,
12274927193,960,540,24,2.98,yuv420p,,,,
12276570315,960,540,24,3.365217391,yuv420p,,,,
12277706754,960,540,30,3.5,yuv420p,,,,
12279842993,960,540,30,3.72,yuv420p,,,,
12330492194,960,540,30,3.26,yuv420p,,,,
12355531285,960,540,30,4.22,yuv420p,,,,
12378508014,960,540,25,4.035573123,yuv420p,,,,
12379836133,960,540,25,4.24,yuv420p,,,,
12382276334,960,540,25,3.586872587,yuv420p,,,,
12387439244,960,540,30,2.34,yuv420p,,,,
12412571563,960,540,30,3.5,yuv420p,,,,
12439507093,960,540,24,2.5,yuv420p,,,,
12461764004,960,540,24,2.16,yuv420p,,,,
12465909365,960,540,30,3.88,yuv420p,,,,
12567402335,960,540,30,1.8,yuv420p,,,,
12623549414,960,540,30,3.68,yuv420p,,,,
12626612584,960,540,30,3.1,yuv420p,,,,
12633847193,960,540,30,2.92,yuv420p,,,,
12682619933,960,540,30,3.24,yuv420p,,,,
12704590184,960,540,24,3.9,yuv420p,,,,
12758594775,960,540,30,2.94,yuv420p,,,,
12788630734,960,540,30,3.26,yuv420p,,,,
12816380173,960,540,24,3.28,yuv420p,,,,
12816958564,960,540,25,2.84,yuv420p,,,,
12823937005,960,540,30,3.4,yuv420p,,,,
12836715003,960,540,30,3.3,yuv420p,,,,
12859019173,960,540,30,3.72,yuv420p,,,,
12893008605,960,540,30,3.55465587,yuv420p,,,,
12893918213,960,540,30,3.599236641,yuv420p,,,,
12899309364,960,540,30,3.1,yuv420p,,,,
12912266335,960,540,24,2.86,yuv420p,,,,
12923454185,960,540,30,2.88,yuv420p,,,,
12952440214,960,540,30,2.5,yuv420p,,,,
12965735905,960,540,30,3.18,yuv420p,,,,
12989512873,960,540,24,3.24,yuv420p,,,,
13036222674,960,540,30,3.56,yuv420p,,,,
13042523904,960,540,30,3.12,yuv420p,,,,
13079468475,960,540,30,3.68,yuv420p,,,,
13154058393,960,540,24,3.64,yuv420p,,,,
13196703974,960,540,25,3.48,yuv420p,,,,
13255378043,960,540,30,3.12,yuv420p,,,,
13276560083,960,540,30,3.2,yuv420p,,,,
13286356624,960,540,30,3.6,yuv420p,,,,
13288073854,960,540,25,4.1,yuv420p,,,,
13291575674,960,540,30,2.66,yuv420p,,,,
