filename,category,resolution,x_Subjects,MOSFull,MOSChunk00,MOSChunk05,MOSChunk10,stdFull,stdChunk00,stdChunk05,stdChunk10,,,,,,,,
Lecture_360P-5d0a,Lecture,360,135,3.416,3.242,3.346,3.297,0.485,0.476,0.514,0.407,,,,,,,,
Lecture_360P-6656,Lecture,360,132,3.458,3.074,3.472,3.624,0.498,0.719,0.476,0.522,,,,,,,,
Lecture_360P-6d29,Lecture,360,134,2.99,2.67,2.958,3.017,0.57,0.532,0.605,0.574,,,,,,,,
Lecture_360P-7550,Lecture,360,129,3.033,3.006,3.163,3.407,0.568,0.564,0.618,0.528,,,,,,,,
Lecture_360P-7a57,Lecture,360,115,3.493,3.292,3.329,2.978,0.47,0.5,0.553,0.614,,,,,,,,
Lecture_360P-7f7e,Lecture,360,103,3.679,3.637,3.335,3.348,0.52,0.514,0.508,0.59,,,,,,,,
Lecture_480P-02f2,Lecture,480,109,3.261,3.179,3.087,3.243,0.532,0.702,0.642,0.538,,,,,,,,
Lecture_480P-11df,Lecture,480,124,3.514,3.462,3.383,3.461,0.496,0.442,0.463,0.449,,,,,,,,
Lecture_480P-181a,Lecture,480,134,1.785,1.58,2.031,1.927,0.698,0.697,0.911,0.698,,,,,,,,
Lecture_480P-1ec3,Lecture,480,119,3.186,3.083,3.026,3.063,0.663,0.699,0.69,0.668,,,,,,,,
Lecture_480P-2513,Lecture,480,112,1.879,1.903,2.017,1.792,0.613,0.559,0.482,0.575,,,,,,,,
Lecture_480P-2655,Lecture,480,121,3.261,3.002,2.914,2.7,0.547,0.583,0.605,0.593,,,,,,,,
Lecture_480P-2ed0,Lecture,480,139,1.453,1.456,1.272,1.279,0.767,0.827,0.605,0.557,,,,,,,,
Lecture_480P-369f,Lecture,480,138,4.193,4.05,3.866,3.758,0.505,0.438,0.566,0.49,,,,,,,,
Lecture_480P-3bdc,Lecture,480,114,3.168,2.904,3.013,2.991,0.552,0.624,0.626,0.556,,,,,,,,
Lecture_480P-41b7,Lecture,480,113,3.328,3.082,3.258,3.161,0.568,0.495,0.531,0.534,,,,,,,,
Lecture_480P-4272,Lecture,480,119,3.457,3.363,3.284,3.144,0.511,0.5,0.542,0.621,,,,,,,,
Lecture_480P-42c3,Lecture,480,127,3.451,3.312,3.22,3.438,0.544,0.525,0.64,0.562,,,,,,,,
Lecture_480P-4bc3,Lecture,480,130,3.93,3.981,4.004,3.933,0.483,0.46,0.414,0.446,,,,,,,,
Lecture_480P-4c86,Lecture,480,116,3.666,3.692,3.236,3.038,0.437,0.458,0.519,0.583,,,,,,,,
Lecture_480P-5aee,Lecture,480,124,2.606,2.646,2.708,2.66,0.611,0.551,0.579,0.608,,,,,,,,
Lecture_480P-5cd7,Lecture,480,116,4.024,4,3.785,3.79,0.399,0.495,0.451,0.537,,,,,,,,
Lecture_480P-5f3a,Lecture,480,120,2.324,2.33,2.285,2.435,0.565,0.575,0.614,0.6,,,,,,,,
Lecture_480P-6191,Lecture,480,125,3.502,3.288,3.315,3.323,0.526,0.529,0.519,0.522,,,,,,,,
Lecture_480P-6b1e,Lecture,480,104,3.368,3.142,3.125,3.292,0.576,0.633,0.623,0.629,,,,,,,,
Lecture_480P-71c0,Lecture,480,125,3.249,3.196,3.269,3.317,0.649,0.518,0.548,0.498,,,,,,,,
Lecture_480P-71d6,Lecture,480,128,3.275,3.077,3.323,2.99,0.486,0.661,0.554,0.619,,,,,,,,
Lecture_480P-7205,Lecture,480,126,3.417,3.322,3.311,3.344,0.473,0.433,0.501,0.483,,,,,,,,
Lecture_480P-73f6,Lecture,480,117,3.256,3.058,3.025,2.982,0.584,0.607,0.615,0.577,,,,,,,,
Lecture_480P-74cf,Lecture,480,118,3.428,3.132,3.207,3.304,0.463,0.481,0.441,0.464,,,,,,,,
Lecture_480P-74ea,Lecture,480,126,3.258,3.449,3.508,3.424,0.657,0.54,0.505,0.462,,,,,,,,
Lecture_480P-7d77,Lecture,480,134,3.598,3.399,3.408,3.484,0.486,0.516,0.481,0.46,,,,,,,,
Lecture_480P-7e55,Lecture,480,122,3.538,3.499,3.496,3.483,0.565,0.568,0.637,0.525,,,,,,,,
Lecture_480P-7eec,Lecture,480,121,3.015,2.972,2.957,2.868,0.612,0.664,0.618,0.594,,,,,,,,
Lecture_720P-003a,Lecture,720,117,3.812,3.869,3.853,3.878,0.459,0.503,0.493,0.474,,,,,,,,
Lecture_720P-07e0,Lecture,720,130,4.082,4.044,3.826,3.906,0.359,0.404,0.439,0.518,,,,,,,,
Lecture_720P-094d,Lecture,720,108,3.616,3.548,3.502,3.398,0.492,0.486,0.494,0.448,,,,,,,,
Lecture_720P-0f64,Lecture,720,132,3.58,3.452,3.44,3.5,0.572,0.596,0.602,0.547,,,,,,,,
Lecture_720P-1033,Lecture,720,124,3.541,3.465,3.608,3.646,0.491,0.497,0.469,0.482,,,,,,,,
Lecture_720P-10bc,Lecture,720,120,3.116,3.157,3.113,2.986,0.637,0.521,0.596,0.651,,,,,,,,
Lecture_720P-11e7,Lecture,720,117,2.569,2.434,2.413,2.451,0.546,0.568,0.512,0.545,,,,,,,,
Lecture_720P-1e62,Lecture,720,127,3.958,3.752,3.655,3.904,0.511,0.46,0.487,0.482,,,,,,,,
Lecture_720P-1f22,Lecture,720,132,4.233,4.179,4.113,4.025,0.591,0.605,0.638,0.704,,,,,,,,
Lecture_720P-2442,Lecture,720,126,3.39,3.545,3.396,3.55,0.463,0.582,0.54,0.546,,,,,,,,
Lecture_720P-2b0f,Lecture,720,117,3.852,4.172,4.065,NaN,0.57,0.659,0.669,NaN,,,,,,,,
Lecture_720P-2f38,Lecture,720,129,3.552,3.448,3.446,3.512,0.547,0.499,0.5,0.468,,,,,,,,
Lecture_720P-2f8c,Lecture,720,122,3.839,3.807,3.79,3.822,0.44,0.516,0.502,0.468,,,,,,,,
Lecture_720P-3b7f,Lecture,720,124,4.106,4.014,3.976,3.985,0.361,0.566,0.487,0.486,,,,,,,,
Lecture_720P-3f9f,Lecture,720,120,3.479,3.385,3.581,3.664,0.508,0.561,0.518,0.479,,,,,,,,
Lecture_720P-4c87,Lecture,720,129,3.743,3.78,3.864,3.749,0.479,0.491,0.478,0.508,,,,,,,,
Lecture_720P-50b9,Lecture,720,112,3.579,3.457,3.441,3.427,0.468,0.471,0.589,0.515,,,,,,,,
Lecture_720P-5120,Lecture,720,144,4.295,4.256,4.132,4.133,0.457,0.489,0.588,0.378,,,,,,,,
Lecture_720P-53a1,Lecture,720,117,3.586,3.558,3.631,3.53,0.474,0.524,0.566,0.51,,,,,,,,
Lecture_720P-5725,Lecture,720,130,4.262,4.309,4.176,4.327,0.468,0.447,0.592,0.503,,,,,,,,
Lecture_720P-5c7e,Lecture,720,122,3.846,3.781,3.794,3.719,0.528,0.437,0.453,0.451,,,,,,,,
Lecture_720P-6016,Lecture,720,115,3.043,2.975,3.039,3.074,0.623,0.587,0.633,0.572,,,,,,,,
Lecture_720P-6951,Lecture,720,106,4.163,3.838,3.888,3.802,0.552,0.482,0.525,0.507,,,,,,,,
Lecture_720P-7189,Lecture,720,137,3.869,4.025,3.947,3.931,0.465,0.367,0.476,0.489,,,,,,,,
Lecture_720P-7dcf,Lecture,720,103,3.772,3.714,3.73,3.767,0.426,0.507,0.471,0.515,,,,,,,,
Lecture_720P-7e40,Lecture,720,115,4.246,4.198,4.197,4.406,0.56,0.627,0.693,0.432,,,,,,,,
LiveMusic_1080P-14af,LiveMusic,1080,139,4.45,4.418,4.477,4.516,0.423,0.476,0.442,0.389,,,,,,,,
LiveMusic_1080P-157b,LiveMusic,1080,122,4.36,4.414,4.181,4.183,0.43,0.5,0.637,0.62,,,,,,,,
LiveMusic_1080P-1ace,LiveMusic,1080,118,4.162,4.259,4.315,4.224,0.562,0.588,0.489,0.484,,,,,,,,
LiveMusic_1080P-21dd,LiveMusic,1080,117,3.819,3.902,3.693,3.815,0.488,0.538,0.487,0.549,,,,,,,,
LiveMusic_1080P-28fe,LiveMusic,1080,112,3.693,3.625,3.714,3.815,0.469,0.417,0.475,0.492,,,,,,,,
LiveMusic_1080P-2930,LiveMusic,1080,129,3.776,3.767,3.914,4.028,0.479,0.446,0.527,0.533,,,,,,,,
LiveMusic_1080P-2b7a,LiveMusic,1080,120,3.954,3.965,4.014,4.077,0.488,0.508,0.512,0.629,,,,,,,,
LiveMusic_1080P-2f7f,LiveMusic,1080,126,3.326,3.426,3.076,3.134,0.737,0.725,0.799,0.77,,,,,,,,
LiveMusic_1080P-3549,LiveMusic,1080,134,3.906,3.882,3.909,3.964,0.537,0.475,0.453,0.512,,,,,,,,
LiveMusic_1080P-3f95,LiveMusic,1080,104,4.05,4.274,4.281,4.142,0.45,0.457,0.477,0.57,,,,,,,,
LiveMusic_1080P-48d5,LiveMusic,1080,128,4.403,4.331,4.135,4.272,0.46,0.466,0.623,0.557,,,,,,,,
LiveMusic_1080P-51f6,LiveMusic,1080,126,3.819,3.84,3.856,3.876,0.496,0.502,0.475,0.442,,,,,,,,
LiveMusic_1080P-541f,LiveMusic,1080,133,4.174,4.114,3.996,4.105,0.561,0.506,0.477,0.574,,,,,,,,
LiveMusic_1080P-59b3,LiveMusic,1080,124,3.443,3.894,3.475,3.345,0.519,0.661,0.552,0.497,,,,,,,,
LiveMusic_1080P-6b1c,LiveMusic,1080,144,4.255,4.394,4.212,4.19,0.584,0.463,0.554,0.588,,,,,,,,
LiveMusic_1080P-6bbe,LiveMusic,1080,128,4.329,4.296,4.357,4.426,0.446,0.595,0.52,0.479,,,,,,,,
LiveMusic_1080P-6d1a,LiveMusic,1080,122,3.78,3.641,3.592,3.632,0.495,0.484,0.476,0.489,,,,,,,,
LiveMusic_1080P-6fe2,LiveMusic,1080,124,3.281,3.079,3.141,3.027,0.562,0.621,0.644,0.6,,,,,,,,
LiveMusic_1080P-77e8,LiveMusic,1080,112,3.346,2.427,2.016,2.88,0.708,0.935,0.932,0.727,,,,,,,,
LiveMusic_1080P-7948,LiveMusic,1080,126,3.838,3.752,3.685,3.868,0.509,0.579,0.534,0.479,,,,,,,,
LiveMusic_1080P-7ead,LiveMusic,1080,109,3.559,3.413,3.353,3.353,0.431,0.579,0.592,0.508,,,,,,,,
LiveMusic_360P-121f,LiveMusic,360,121,3.43,3.43,3.504,3.58,0.509,0.436,0.465,0.42,,,,,,,,
LiveMusic_360P-1d94,LiveMusic,360,122,3.028,3.123,2.999,2.944,0.622,0.612,0.578,0.602,,,,,,,,
LiveMusic_360P-22c5,LiveMusic,360,130,3.231,3.275,3.278,3.231,0.5,0.497,0.531,0.544,,,,,,,,
LiveMusic_360P-2508,LiveMusic,360,126,3.004,3.015,2.91,3.015,0.623,0.625,0.598,0.582,,,,,,,,
LiveMusic_360P-265c,LiveMusic,360,114,2.339,1.835,1.861,1.911,0.588,0.594,0.628,0.641,,,,,,,,
LiveMusic_360P-2b0f,LiveMusic,360,127,3.401,3.358,3.366,3.122,0.444,0.466,0.507,0.598,,,,,,,,
LiveMusic_360P-3979,LiveMusic,360,132,1.838,1.633,1.68,2.146,0.718,0.727,0.744,0.867,,,,,,,,
LiveMusic_360P-3b96,LiveMusic,360,132,2.358,2.038,1.994,2.038,0.977,0.812,0.762,0.842,,,,,,,,
LiveMusic_360P-3be0,LiveMusic,360,123,1.72,1.787,1.719,1.668,0.579,0.632,0.719,0.755,,,,,,,,
LiveMusic_360P-48d5,LiveMusic,360,138,3.325,3.275,3.588,3.498,0.457,0.556,0.48,0.482,,,,,,,,
LiveMusic_360P-5281,LiveMusic,360,124,3.596,3.559,3.575,3.576,0.454,0.489,0.472,0.455,,,,,,,,
LiveMusic_360P-54d0,LiveMusic,360,115,3.559,3.604,3.612,3.658,0.461,0.447,0.493,0.444,,,,,,,,
LiveMusic_360P-5b57,LiveMusic,360,118,2.773,2.769,2.891,2.781,0.583,0.504,0.618,0.579,,,,,,,,
LiveMusic_360P-6266,LiveMusic,360,121,3.383,3.32,3.323,3.519,0.506,0.546,0.489,0.497,,,,,,,,
LiveMusic_360P-6640,LiveMusic,360,128,3.11,2.909,3.116,2.828,0.525,0.645,0.565,0.655,,,,,,,,
LiveMusic_360P-6a65,LiveMusic,360,113,2.427,2.471,2.269,2.027,0.586,0.596,0.531,0.581,,,,,,,,
LiveMusic_360P-7483,LiveMusic,360,140,3.063,2.997,2.949,3.043,0.601,0.616,0.575,0.603,,,,,,,,
LiveMusic_480P-0638,LiveMusic,480,135,2.909,2.899,2.822,2.781,0.639,0.692,0.621,0.617,,,,,,,,
LiveMusic_480P-1a91,LiveMusic,480,120,3.173,2.971,3.195,3.124,0.603,0.639,0.517,0.51,,,,,,,,
LiveMusic_480P-2019,LiveMusic,480,125,3.631,3.57,3.456,3.397,0.554,0.529,0.471,0.487,,,,,,,,
LiveMusic_480P-2a5e,LiveMusic,480,121,3.089,3.043,2.967,2.99,0.608,0.522,0.544,0.598,,,,,,,,
LiveMusic_480P-34be,LiveMusic,480,121,3.689,3.706,3.738,3.757,0.497,0.456,0.465,0.504,,,,,,,,
LiveMusic_480P-38f3,LiveMusic,480,121,2.973,2.918,2.912,2.981,0.601,0.619,0.643,0.617,,,,,,,,
LiveMusic_480P-3d03,LiveMusic,480,119,2.729,2.775,2.828,2.071,0.757,0.692,0.562,0.822,,,,,,,,
LiveMusic_480P-459c,LiveMusic,480,107,2.755,2.704,2.704,2.781,0.652,0.51,0.612,0.635,,,,,,,,
LiveMusic_480P-474a,LiveMusic,480,134,1.491,1.208,1.346,1.394,0.733,0.329,0.415,0.448,,,,,,,,
LiveMusic_480P-4c3a,LiveMusic,480,130,2.907,2.598,2.69,2.799,0.6,0.492,0.465,0.533,,,,,,,,
LiveMusic_480P-4f88,LiveMusic,480,133,3.267,3.228,3.126,3.024,0.653,0.554,0.609,0.632,,,,,,,,
LiveMusic_480P-559d,LiveMusic,480,124,3.695,4.11,3.968,3.63,0.484,0.647,0.684,0.488,,,,,,,,
LiveMusic_480P-58fb,LiveMusic,480,121,3.502,3.417,3.343,3.438,0.456,0.502,0.587,0.492,,,,,,,,
LiveMusic_480P-61ef,LiveMusic,480,132,3.153,3.159,2.97,2.83,0.602,0.497,0.564,0.534,,,,,,,,
LiveMusic_480P-6542,LiveMusic,480,119,3.249,3.21,3.228,3.079,0.47,0.501,0.445,0.56,,,,,,,,
LiveMusic_480P-65ca,LiveMusic,480,122,3.691,3.612,3.556,3.589,0.436,0.531,0.554,0.453,,,,,,,,
LiveMusic_720P-0cd5,LiveMusic,720,109,4.042,4.248,4.078,4.076,0.449,0.506,0.601,0.581,,,,,,,,
LiveMusic_720P-0d9f,LiveMusic,720,108,3.319,3.108,3.314,3.251,0.476,0.707,0.558,0.66,,,,,,,,
LiveMusic_720P-2620,LiveMusic,720,121,3.721,3.608,3.58,3.552,0.65,0.48,0.496,0.47,,,,,,,,
LiveMusic_720P-267b,LiveMusic,720,116,3.525,3.436,3.518,3.068,0.508,0.463,0.496,0.608,,,,,,,,
LiveMusic_720P-289b,LiveMusic,720,151,2.436,2.101,2.05,2.233,1.002,0.8,0.818,0.966,,,,,,,,
LiveMusic_720P-3320,LiveMusic,720,113,3.45,3.142,3.116,2.783,0.572,0.548,0.639,0.561,,,,,,,,
LiveMusic_720P-4ae2,LiveMusic,720,110,3.285,3.237,3.166,3.311,0.405,0.468,0.519,0.445,,,,,,,,
LiveMusic_720P-58db,LiveMusic,720,124,4.382,4.315,4.218,4.127,0.421,0.455,0.479,0.525,,,,,,,,
LiveMusic_720P-6343,LiveMusic,720,115,3.304,3.259,3.203,3.223,0.554,0.569,0.556,0.545,,,,,,,,
LiveMusic_720P-6452,LiveMusic,720,123,3.098,2.911,2.957,2.972,0.631,0.65,0.583,0.573,,,,,,,,
LiveMusic_720P-653e,LiveMusic,720,117,3.112,3.083,3.286,3.355,0.613,0.686,0.581,0.478,,,,,,,,
LiveMusic_720P-65f6,LiveMusic,720,116,4.019,3.796,3.909,3.794,0.39,0.475,0.44,0.464,,,,,,,,
LiveMusic_720P-66df,LiveMusic,720,117,4.592,4.579,4.656,4.553,0.412,0.41,0.39,0.402,,,,,,,,
LiveMusic_720P-71c5,LiveMusic,720,125,3.605,3.351,3.577,3.661,0.518,0.558,0.477,0.506,,,,,,,,
LyricVideo_1080P-0075,LyricVideo,1080,109,2.814,2.742,2.493,2.141,1.145,1.18,1.199,1.031,,,,,,,,
LyricVideo_1080P-0625,LyricVideo,1080,135,4.3,4.43,4.377,4.401,0.607,0.485,0.481,0.496,,,,,,,,
LyricVideo_1080P-16b6,LyricVideo,1080,152,4.381,4.438,4.386,4.367,0.491,0.475,0.502,0.458,,,,,,,,
LyricVideo_1080P-1b04,LyricVideo,1080,134,3.803,3.75,3.71,3.837,0.546,0.483,0.458,0.426,,,,,,,,
LyricVideo_1080P-1d75,LyricVideo,1080,140,4.299,4.28,4.263,4.279,0.63,0.582,0.607,0.51,,,,,,,,
LyricVideo_1080P-28e8,LyricVideo,1080,120,3.268,3.144,2.333,2.477,0.676,0.869,1.083,1.093,,,,,,,,
LyricVideo_1080P-2946,LyricVideo,1080,136,4.177,3.95,4.174,3.941,0.609,0.49,0.498,0.508,,,,,,,,
LyricVideo_1080P-3803,LyricVideo,1080,113,3.95,3.913,4.11,3.984,0.577,0.535,0.656,0.471,,,,,,,,
LyricVideo_1080P-41ee,LyricVideo,1080,136,4.071,3.878,3.768,4.121,0.603,0.607,0.607,0.62,,,,,,,,
LyricVideo_1080P-4b40,LyricVideo,1080,121,3.636,3.484,3.241,3.151,0.506,0.776,0.667,0.659,,,,,,,,
LyricVideo_1080P-5461,LyricVideo,1080,121,4.031,3.808,3.865,3.809,0.635,0.522,0.423,0.477,,,,,,,,
LyricVideo_1080P-584f,LyricVideo,1080,123,3.188,1.91,3.075,4.234,0.68,0.824,0.674,0.646,,,,,,,,
LyricVideo_1080P-63d4,LyricVideo,1080,140,4.221,4.194,4.161,4.063,0.618,0.638,0.673,0.675,,,,,,,,
LyricVideo_1080P-63d9,LyricVideo,1080,114,3.512,3.546,3.668,3.317,0.632,0.523,0.518,0.659,,,,,,,,
LyricVideo_1080P-725e,LyricVideo,1080,149,4.399,4.442,4.367,4.262,0.491,0.483,0.575,0.613,,,,,,,,
LyricVideo_1080P-756a,LyricVideo,1080,127,4.228,4.318,4.335,4.191,0.481,0.562,0.531,0.609,,,,,,,,
LyricVideo_360P-0ac7,LyricVideo,360,111,2.964,2.988,2.854,2.86,0.625,0.604,0.612,0.58,,,,,,,,
LyricVideo_360P-17ce,LyricVideo,360,125,2.83,2.523,2.395,2.621,0.705,0.595,0.505,0.558,,,,,,,,
LyricVideo_360P-3afc,LyricVideo,360,120,2.685,2.676,2.971,2.873,0.56,0.692,0.65,0.61,,,,,,,,
LyricVideo_360P-5868,LyricVideo,360,116,3.107,2.643,2.98,3.334,0.699,0.863,0.707,0.649,,,,,,,,
LyricVideo_360P-5e87,LyricVideo,360,132,2.999,2.968,3.024,3.009,0.637,0.598,0.548,0.614,,,,,,,,
LyricVideo_480P-0a5b,LyricVideo,480,109,3.247,3.043,3.19,3.053,0.544,0.614,0.522,0.599,,,,,,,,
LyricVideo_480P-0f72,LyricVideo,480,129,2.064,2.125,1.939,2.294,0.695,0.542,0.661,0.622,,,,,,,,
LyricVideo_480P-1484,LyricVideo,480,113,3.145,3.713,3.68,2.491,0.67,0.509,0.538,0.984,,,,,,,,
LyricVideo_480P-200a,LyricVideo,480,121,3.063,3.158,2.942,2.902,0.678,0.677,0.629,0.651,,,,,,,,
LyricVideo_480P-2c50,LyricVideo,480,129,2.985,2.836,2.866,2.961,0.696,0.637,0.651,0.582,,,,,,,,
LyricVideo_480P-3b2c,LyricVideo,480,123,3.472,3.322,3.296,3.274,0.535,0.57,0.607,0.559,,,,,,,,
LyricVideo_480P-3ccf,LyricVideo,480,105,2.639,2.465,2.494,2.342,0.645,0.463,0.596,0.513,,,,,,,,
LyricVideo_480P-4346,LyricVideo,480,129,3.193,2.105,3.244,3.537,0.616,0.76,0.471,0.485,,,,,,,,
LyricVideo_480P-51e4,LyricVideo,480,129,3.179,3.106,3.124,3.141,0.573,0.657,0.608,0.614,,,,,,,,
LyricVideo_480P-5c17,LyricVideo,480,123,3.344,3.437,3.29,2.876,0.5,0.707,0.686,0.771,,,,,,,,
LyricVideo_480P-6fca,LyricVideo,480,137,2.572,2.448,2.397,2.289,0.754,0.563,0.569,0.645,,,,,,,,
LyricVideo_480P-7919,LyricVideo,480,107,2.508,2.452,2.51,2.54,0.514,0.531,0.498,0.561,,,,,,,,
LyricVideo_720P-068d,LyricVideo,720,123,3.825,4.041,3.975,4.084,0.577,0.676,0.683,0.618,,,,,,,,
LyricVideo_720P-081c,LyricVideo,720,136,4.19,3.967,3.869,4.028,0.558,0.543,0.575,0.612,,,,,,,,
LyricVideo_720P-0940,LyricVideo,720,118,3.045,3.259,3.037,2.998,0.631,0.557,0.622,0.601,,,,,,,,
LyricVideo_720P-09ed,LyricVideo,720,129,3.026,2.762,3.176,3.907,0.762,0.733,0.701,0.658,,,,,,,,
LyricVideo_720P-0ae4,LyricVideo,720,121,3.717,3.563,3.682,3.673,0.479,0.541,0.507,0.489,,,,,,,,
LyricVideo_720P-1c89,LyricVideo,720,140,3.93,3.83,3.873,3.943,0.517,0.532,0.497,0.528,,,,,,,,
LyricVideo_720P-2d24,LyricVideo,720,131,4.199,4.064,4.045,3.981,0.672,0.684,0.674,0.743,,,,,,,,
LyricVideo_720P-36fb,LyricVideo,720,122,3.839,3.886,3.78,3.778,0.512,0.459,0.515,0.504,,,,,,,,
LyricVideo_720P-4253,LyricVideo,720,137,4.066,3.784,3.86,3.823,0.656,0.541,0.544,0.61,,,,,,,,
LyricVideo_720P-47a9,LyricVideo,720,112,2.816,2.331,2.258,2.727,0.852,1.005,0.925,0.822,,,,,,,,
LyricVideo_720P-59ed,LyricVideo,720,135,4.315,4.278,4.326,4.322,0.522,0.587,0.532,0.529,,,,,,,,
LyricVideo_720P-5d3a,LyricVideo,720,127,3.939,4.266,4.298,4.366,0.513,0.479,0.595,0.447,,,,,,,,
LyricVideo_720P-6f0c,LyricVideo,720,116,2.803,2.506,2.678,2.682,0.734,0.661,0.733,0.712,,,,,,,,
LyricVideo_720P-6fc9,LyricVideo,720,124,2.671,2.364,2.426,2.427,0.568,0.491,0.488,0.474,,,,,,,,
LyricVideo_720P-7003,LyricVideo,720,110,3.615,3.654,3.612,3.704,0.545,0.566,0.534,0.488,,,,,,,,
LyricVideo_720P-739a,LyricVideo,720,125,2.877,2.772,2.563,2.667,0.708,0.774,0.692,0.667,,,,,,,,
LyricVideo_720P-74a0,LyricVideo,720,136,4.415,4.252,4.203,4.206,0.425,0.56,0.602,0.513,,,,,,,,
LyricVideo_720P-7f44,LyricVideo,720,142,4.196,4.118,4.16,4.202,0.574,0.677,0.612,0.627,,,,,,,,
MusicVideo_1080P-04b6,MusicVideo,1080,129,4.288,4.126,4.155,4.07,0.464,0.417,0.379,0.464,,,,,,,,
MusicVideo_1080P-0706,MusicVideo,1080,130,4.084,3.881,3.85,3.8,0.617,0.607,0.61,0.474,,,,,,,,
MusicVideo_1080P-0860,MusicVideo,1080,128,3.963,3.984,3.978,4.103,0.542,0.538,0.528,0.419,,,,,,,,
MusicVideo_1080P-106d,MusicVideo,1080,112,3.259,3.44,3.078,2.945,0.727,0.531,0.64,0.64,,,,,,,,
MusicVideo_1080P-16e6,MusicVideo,1080,139,4.349,4.474,4.548,4.592,0.572,0.479,0.473,0.418,,,,,,,,
MusicVideo_1080P-18f5,MusicVideo,1080,116,3.829,3.793,3.247,3.751,0.563,0.531,0.665,0.601,,,,,,,,
MusicVideo_1080P-1a53,MusicVideo,1080,124,3.577,3.279,3.197,3.27,0.574,0.771,0.759,0.774,,,,,,,,
MusicVideo_1080P-24f5,MusicVideo,1080,144,4.283,4.346,4.3,4.222,0.478,0.506,0.485,0.575,,,,,,,,
MusicVideo_1080P-2b2b,MusicVideo,1080,136,4.436,4.51,4.51,4.484,0.445,0.427,0.443,0.422,,,,,,,,
MusicVideo_1080P-2d1c,MusicVideo,1080,108,3.616,3.585,3.694,3.685,0.506,0.535,0.482,0.461,,,,,,,,
MusicVideo_1080P-34ff,MusicVideo,1080,118,3.658,3.474,3.452,3.308,0.505,0.508,0.498,0.515,,,,,,,,
MusicVideo_1080P-3a50,MusicVideo,1080,119,3.69,3.558,3.38,3.498,0.564,0.57,0.769,0.623,,,,,,,,
MusicVideo_1080P-453f,MusicVideo,1080,133,4.372,4.622,4.568,4.481,0.59,0.436,0.455,0.508,,,,,,,,
MusicVideo_1080P-4671,MusicVideo,1080,129,3.083,3.008,3.009,3.395,0.661,0.592,0.551,0.524,,,,,,,,
MusicVideo_1080P-4b61,MusicVideo,1080,117,3.885,3.83,3.735,3.862,0.59,0.647,0.62,0.499,,,,,,,,
MusicVideo_1080P-5072,MusicVideo,1080,144,4.19,4.021,3.997,4.045,0.594,0.514,0.478,0.526,,,,,,,,
MusicVideo_1080P-55af,MusicVideo,1080,122,3.748,3.686,3.846,3.906,0.523,0.474,0.433,0.523,,,,,,,,
MusicVideo_1080P-59c4,MusicVideo,1080,123,3.529,3.286,3.386,3.362,0.585,0.704,0.737,0.728,,,,,,,,
MusicVideo_1080P-6260,MusicVideo,1080,110,3.042,2.613,2.003,2.833,0.66,0.8,0.807,0.736,,,,,,,,
MusicVideo_1080P-65c6,MusicVideo,1080,107,4.066,3.973,4.223,4.013,0.407,0.524,0.571,0.478,,,,,,,,
MusicVideo_1080P-6c1d,MusicVideo,1080,142,4.323,4.3,4.356,4.262,0.512,0.565,0.449,0.483,,,,,,,,
MusicVideo_1080P-6c88,MusicVideo,1080,110,3.318,2.991,2.933,2.756,0.516,0.586,0.656,0.595,,,,,,,,
MusicVideo_1080P-6fb1,MusicVideo,1080,116,3.492,3.501,3.676,3.786,0.533,0.507,0.528,0.504,,,,,,,,
MusicVideo_1080P-7265,MusicVideo,1080,115,3.566,3.595,3.551,3.124,0.516,0.52,0.549,0.799,,,,,,,,
MusicVideo_1080P-7706,MusicVideo,1080,126,2.925,2.917,3.05,2.978,0.774,0.696,0.693,0.759,,,,,,,,
MusicVideo_1080P-7f2e,MusicVideo,1080,109,3.75,3.772,3.633,3.588,0.576,0.697,0.63,0.577,,,,,,,,
MusicVideo_360P-08cb,MusicVideo,360,126,3.401,3.307,3.135,2.926,0.584,0.446,0.589,0.628,,,,,,,,
MusicVideo_360P-17e4,MusicVideo,360,123,3.233,3.317,3.121,3.143,0.635,0.546,0.664,0.625,,,,,,,,
MusicVideo_360P-24b0,MusicVideo,360,113,3.512,3.283,2.96,3.394,0.539,0.697,0.715,0.525,,,,,,,,
MusicVideo_360P-2fcb,MusicVideo,360,128,3.619,3.683,3.602,3.693,0.51,0.457,0.436,0.457,,,,,,,,
MusicVideo_360P-462f,MusicVideo,360,116,3.51,3.653,3.364,3.07,0.487,0.586,0.576,0.624,,,,,,,,
MusicVideo_360P-4de7,MusicVideo,360,127,2.968,2.982,2.837,2.839,0.589,0.571,0.545,0.556,,,,,,,,
MusicVideo_360P-5358,MusicVideo,360,125,3.069,2.63,2.88,2.909,0.612,0.524,0.667,0.609,,,,,,,,
MusicVideo_360P-5578,MusicVideo,360,120,2.873,2.751,2.638,2.664,0.665,0.62,0.663,0.639,,,,,,,,
MusicVideo_360P-5699,MusicVideo,360,116,3.776,3.714,3.744,3.638,0.422,0.479,0.476,0.478,,,,,,,,
MusicVideo_360P-5f07,MusicVideo,360,120,2.921,2.683,2.918,2.763,0.629,0.503,0.554,0.477,,,,,,,,
MusicVideo_360P-5f8d,MusicVideo,360,103,2.437,2.202,2.374,2.1,0.574,0.556,0.59,0.533,,,,,,,,
